"phenotype"	"phenotypeLabel"
"http://purl.obolibrary.org/obo/MP_0030244"	"short chin"
"http://purl.obolibrary.org/obo/MP_0030344"	"absent maxillary prominence"
"http://purl.obolibrary.org/obo/MP_0030400"	"abnormal stapes annular ligament morphology"
"http://purl.obolibrary.org/obo/MP_0030519"	"abnormal inner dental epithelium morphology"
"http://purl.obolibrary.org/obo/MP_0030861"	"abnormal triquetrum morphology"
"http://purl.obolibrary.org/obo/MP_0030979"	"decreased spinal cord weight"
"http://purl.obolibrary.org/obo/MP_0031011"	"abnormal sperm migration in female genital tract"
"http://purl.obolibrary.org/obo/MP_0031153"	"stomach hemorrhage"
"http://purl.obolibrary.org/obo/MP_0001019"	"abnormal L4 dorsal root ganglion morphology"
"http://purl.obolibrary.org/obo/MP_0001343"	"pronounced eyelids"
"http://purl.obolibrary.org/obo/MP_0008671"	"abnormal interleukin-13 secretion"
"http://purl.obolibrary.org/obo/MP_0009206"	"absent internal male genitalia"
"http://purl.obolibrary.org/obo/MP_0009626"	"abnormal celiac lymph node morphology"
"http://purl.obolibrary.org/obo/MP_0010567"	"abnormal right bundle morphology"
"http://purl.obolibrary.org/obo/MP_0010737"	"abnormal juxtaparanode morphology"
"http://purl.obolibrary.org/obo/MP_0011041"	"abnormal vertical vestibuloocular reflex"
"http://purl.obolibrary.org/obo/MP_0011223"	"dilated lymph node medullary sinus"
"http://purl.obolibrary.org/obo/MP_0011311"	"abnormal kidney venous blood vessel morphology"
"http://purl.obolibrary.org/obo/MP_0011379"	"abnormal kidney outer medulla outer stripe morphology"
"http://purl.obolibrary.org/obo/MP_0013013"	"abnormal trunk neural crest cell morphology"
"http://purl.obolibrary.org/obo/MP_0013299"	"decreased susceptibility to colitis induced morbidity/mortality"
"http://purl.obolibrary.org/obo/MP_0013572"	"abnormal parathyroid gland chief cell morphology"
"http://purl.obolibrary.org/obo/MP_0013901"	"absent female preputial gland"
"http://purl.obolibrary.org/obo/MP_0020894"	"abnormal milk zinc level"
"http://purl.obolibrary.org/obo/MP_0030330"	"abnormal temporomandibular joint disk morphology"
"http://purl.obolibrary.org/obo/MP_0030415"	"premature intermaxillary suture closure"
"http://purl.obolibrary.org/obo/MP_0030735"	"abnormal glutamic acid level"
"http://purl.obolibrary.org/obo/MP_0000393"	"persistent hair follicle morphogenesis"
"http://purl.obolibrary.org/obo/MP_0000398"	"splitting of guard hairs"
"http://purl.obolibrary.org/obo/MP_0001020"	"L4 dorsal root ganglion hypertrophy"
"http://purl.obolibrary.org/obo/MP_0004168"	"abnormal parahippocampal gyrus morphology"
"http://purl.obolibrary.org/obo/MP_0004693"	"pubis hypoplasia"
"http://purl.obolibrary.org/obo/MP_0005110"	"absent talus"
"http://purl.obolibrary.org/obo/MP_0008132"	"increased Peyer's patch number"
"http://purl.obolibrary.org/obo/MP_0008369"	"pituitary intermediate lobe hypoplasia"
"http://purl.obolibrary.org/obo/MP_0008405"	"decreased cellular sensitivity to methylmethanesulfonate"
"http://purl.obolibrary.org/obo/MP_0009965"	"abnormal cerebellum lateral hemisphere morphology"
"http://purl.obolibrary.org/obo/MP_0010696"	"increased siderocyte number"
"http://purl.obolibrary.org/obo/MP_0011315"	"abnormal kidney arcuate artery morphology"
"http://purl.obolibrary.org/obo/MP_0012797"	"decreased rhombomere 4 size"
"http://purl.obolibrary.org/obo/MP_0013012"	"abnormal trunk neural crest cell migration"
"http://purl.obolibrary.org/obo/MP_0013510"	"decreased CD4-negative NK T cell number"
"http://purl.obolibrary.org/obo/MP_0013994"	"abnormal parasellar internal carotid artery branch morphology"
"http://purl.obolibrary.org/obo/MP_0020479"	"abnormal circadian hormone homeostasis"
"http://purl.obolibrary.org/obo/MP_0030403"	"absent stapes head"
"http://purl.obolibrary.org/obo/HP_0010631"	"Abnormality of the epiphyses of the feet"
"http://purl.obolibrary.org/obo/HP_0033005"	"Plantar warts"
"http://purl.obolibrary.org/obo/HP_0033060"	"Decreased serum complement C5"
"http://purl.obolibrary.org/obo/HP_0033083"	"Increased circulating farnesol concentration"
"http://purl.obolibrary.org/obo/HP_0410305"	"Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine"
"http://purl.obolibrary.org/obo/MP_0000015"	"abnormal ear pigmentation"
"http://purl.obolibrary.org/obo/MP_0000030"	"abnormal tympanic ring morphology"
"http://purl.obolibrary.org/obo/MP_0000033"	"absent scala media"
"http://purl.obolibrary.org/obo/MP_0000037"	"abnormal lateral semicircular canal morphology"
"http://purl.obolibrary.org/obo/MP_0000065"	"abnormal bone marrow cavity morphology"
"http://purl.obolibrary.org/obo/MP_0000071"	"axial skeleton hypoplasia"
"http://purl.obolibrary.org/obo/MP_0000073"	"absent craniofacial bones"
"http://purl.obolibrary.org/obo/MP_0000075"	"absent neurocranium"
"http://purl.obolibrary.org/obo/MP_0000077"	"abnormal interparietal bone morphology"
"http://purl.obolibrary.org/obo/MP_0000078"	"abnormal supraoccipital bone morphology"
"http://purl.obolibrary.org/obo/MP_0000079"	"abnormal basioccipital bone morphology"
"http://purl.obolibrary.org/obo/MP_0000090"	"absent premaxilla"
"http://purl.obolibrary.org/obo/MP_0000091"	"short premaxilla"
"http://purl.obolibrary.org/obo/MP_0000106"	"abnormal basisphenoid bone morphology"
"http://purl.obolibrary.org/obo/MP_0000128"	"growth retardation of molars"
"http://purl.obolibrary.org/obo/MP_0000132"	"thickened long bone epiphysis"
"http://purl.obolibrary.org/obo/MP_0000139"	"absent vertebral transverse processes"
"http://purl.obolibrary.org/obo/MP_0000159"	"abnormal xiphoid process morphology"
"http://purl.obolibrary.org/obo/MP_0000165"	"abnormal long bone hypertrophic chondrocyte zone"
"http://purl.obolibrary.org/obo/MP_0000264"	"failure of vascular branching"
"http://purl.obolibrary.org/obo/MP_0000292"	"distended pericardium"
"http://purl.obolibrary.org/obo/MP_0000295"	"trabecula carnea hypoplasia"
"http://purl.obolibrary.org/obo/MP_0000296"	"absent trabeculae carneae"
"http://purl.obolibrary.org/obo/MP_0000383"	"abnormal hair follicle orientation"
"http://purl.obolibrary.org/obo/MP_0000385"	"distended hair follicles"
"http://purl.obolibrary.org/obo/MP_0000394"	"absent hair follicle melanin granules"
"http://purl.obolibrary.org/obo/MP_0000400"	"abnormal awl hair morphology"
"http://purl.obolibrary.org/obo/MP_0000404"	"decreased curvature of zigzag hairs"
"http://purl.obolibrary.org/obo/MP_0000430"	"absent maxillary shelf"
"http://purl.obolibrary.org/obo/MP_0000431"	"absent palatine bone horizontal plate"
"http://purl.obolibrary.org/obo/MP_0000469"	"abnormal esophageal squamous epithelium morphology"
"http://purl.obolibrary.org/obo/MP_0000473"	"abnormal stomach glandular epithelium morphology"
"http://purl.obolibrary.org/obo/MP_0000510"	"remittent intestinal hemorrhage"
"http://purl.obolibrary.org/obo/MP_0000535"	"ureter urothelium hyperplasia"
"http://purl.obolibrary.org/obo/MP_0000540"	"abnormal urinary bladder urothelium morphology"
"http://purl.obolibrary.org/obo/MP_0000555"	"absent carpal bone"
"http://purl.obolibrary.org/obo/MP_0000577"	"absent eccrine glands"
"http://purl.obolibrary.org/obo/MP_0000602"	"dilated liver sinusoidal spaces"
"http://purl.obolibrary.org/obo/MP_0000615"	"abnormal palatine gland morphology"
"http://purl.obolibrary.org/obo/MP_0000619"	"salivary gland epithelial hyperplasia"
"http://purl.obolibrary.org/obo/MP_0000662"	"abnormal branching of the mammary ductal tree"
"http://purl.obolibrary.org/obo/MP_0000683"	"decreased percent water in carcass"
"http://purl.obolibrary.org/obo/MP_0000711"	"thymus cortex hypoplasia"
"http://purl.obolibrary.org/obo/MP_0000731"	"increased collagen deposition in the muscles"
"http://purl.obolibrary.org/obo/MP_0000742"	"impaired contractility of ileal smooth muscle"
"http://purl.obolibrary.org/obo/MP_0000764"	"abnormal tongue epithelium morphology"
"http://purl.obolibrary.org/obo/MP_0000777"	"increased inferior colliculus size"
"http://purl.obolibrary.org/obo/MP_0000786"	"abnormal embryonic neuroepithelial layer differentiation"
"http://purl.obolibrary.org/obo/MP_0000790"	"abnormal stratification in cerebral cortex"
"http://purl.obolibrary.org/obo/MP_0000813"	"abnormal hippocampus layer morphology"
"http://purl.obolibrary.org/obo/MP_0000814"	"absent dentate gyrus"
"http://purl.obolibrary.org/obo/MP_0000832"	"abnormal thalamus morphology"
"http://purl.obolibrary.org/obo/MP_0000862"	"absent barrels in primary somatosensory cortex"
"http://purl.obolibrary.org/obo/MP_0000867"	"abnormal cerebellum anterior vermis morphology"
"http://purl.obolibrary.org/obo/MP_0000868"	"decreased anterior vermis size"
"http://purl.obolibrary.org/obo/MP_0000887"	"delaminated cerebellar granule layer"
"http://purl.obolibrary.org/obo/MP_0000889"	"abnormal cerebellar molecular layer"
"http://purl.obolibrary.org/obo/MP_0000890"	"thin cerebellar molecular layer"
"http://purl.obolibrary.org/obo/MP_0000905"	"increased superior colliculus size"
"http://purl.obolibrary.org/obo/MP_0000926"	"absent floor plate"
"http://purl.obolibrary.org/obo/MP_0000936"	"small embryonic telencephalon"
"http://purl.obolibrary.org/obo/MP_0000940"	"abnormal motor neuron innervation pattern"
"http://purl.obolibrary.org/obo/MP_0000962"	"disorganized dorsal root ganglion"
"http://purl.obolibrary.org/obo/MP_0000968"	"abnormal sensory neuron innervation pattern"
"http://purl.obolibrary.org/obo/MP_0000973"	"abnormal cutaneous/subcutaneous mechanoreceptor morphology"
"http://purl.obolibrary.org/obo/MP_0000978"	"hyperinnervation of hair-tylotrich cells"
"http://purl.obolibrary.org/obo/MP_0000981"	"hyperinnervation of hair-down cells"
"http://purl.obolibrary.org/obo/MP_0000992"	"absent primary muscle spindle"
"http://purl.obolibrary.org/obo/MP_0000997"	"abnormal synovial joint capsule morphology"
"http://purl.obolibrary.org/obo/MP_0001011"	"abnormal superior cervical ganglion morphology"
"http://purl.obolibrary.org/obo/MP_0001014"	"absent superior cervical ganglion"
"http://purl.obolibrary.org/obo/MP_0001015"	"small superior cervical ganglion"
"http://purl.obolibrary.org/obo/MP_0001021"	"small L4 dorsal root ganglion"
"http://purl.obolibrary.org/obo/MP_0001025"	"abnormal sympathetic neuron morphology"
"http://purl.obolibrary.org/obo/MP_0001034"	"abnormal parasympathetic ganglion morphology"
"http://purl.obolibrary.org/obo/MP_0001061"	"abnormal oculomotor nerve morphology"
"http://purl.obolibrary.org/obo/MP_0001062"	"absent oculomotor nerve"
"http://purl.obolibrary.org/obo/MP_0001063"	"abnormal trochlear nerve morphology"
"http://purl.obolibrary.org/obo/MP_0001068"	"abnormal mandibular nerve branching"
"http://purl.obolibrary.org/obo/MP_0001074"	"abnormal vagus nerve morphology"
"http://purl.obolibrary.org/obo/MP_0001076"	"abnormal hypoglossal nerve morphology"
"http://purl.obolibrary.org/obo/MP_0001084"	"abnormal petrosal ganglion morphology"
"http://purl.obolibrary.org/obo/MP_0001088"	"small nodose ganglion"
"http://purl.obolibrary.org/obo/MP_0001102"	"small superior vagus ganglion"
"http://purl.obolibrary.org/obo/MP_0001132"	"absent mature ovarian follicles"
"http://purl.obolibrary.org/obo/MP_0001140"	"abnormal vagina epithelium morphology"
"http://purl.obolibrary.org/obo/MP_0001203"	"increased sensitivity to skin irradiation"
"http://purl.obolibrary.org/obo/MP_0001204"	"decreased sensitivity to skin irradiation"
"http://purl.obolibrary.org/obo/MP_0001233"	"abnormal epidermis suprabasal layer morphology"
"http://purl.obolibrary.org/obo/MP_0001238"	"thin epidermis stratum spinosum"
"http://purl.obolibrary.org/obo/MP_0001246"	"mixed cellular infiltration to dermis"
"http://purl.obolibrary.org/obo/MP_0001278"	"kinked vibrissae"
"http://purl.obolibrary.org/obo/MP_0001288"	"abnormal lens induction"
"http://purl.obolibrary.org/obo/MP_0001289"	"persistence of hyaloid vascular system"
"http://purl.obolibrary.org/obo/MP_0001327"	"decreased retinal photoreceptor cell number"
"http://purl.obolibrary.org/obo/MP_0001346"	"abnormal lacrimal gland morphology"
"http://purl.obolibrary.org/obo/MP_0001353"	"increased aggression towards mice"
"http://purl.obolibrary.org/obo/MP_0001384"	"abnormal pup retrieval"
"http://purl.obolibrary.org/obo/MP_0001386"	"abnormal maternal nurturing"
"http://purl.obolibrary.org/obo/MP_0001395"	"bidirectional circling"
"http://purl.obolibrary.org/obo/MP_0001447"	"abnormal nest building behavior"
"http://purl.obolibrary.org/obo/MP_0001458"	"abnormal object recognition memory"
"http://purl.obolibrary.org/obo/MP_0001485"	"abnormal pinna reflex"
"http://purl.obolibrary.org/obo/MP_0001539"	"decreased caudal vertebrae number"
"http://purl.obolibrary.org/obo/MP_0001541"	"abnormal osteoclast physiology"
"http://purl.obolibrary.org/obo/MP_0001658"	"increased mortality induced by gamma-irradiation"
"http://purl.obolibrary.org/obo/MP_0001675"	"abnormal ectoderm development"
"http://purl.obolibrary.org/obo/MP_0001685"	"abnormal endoderm development"
"http://purl.obolibrary.org/obo/MP_0001689"	"incomplete somite formation"
"http://purl.obolibrary.org/obo/MP_0001693"	"failure of primitive streak formation"
"http://purl.obolibrary.org/obo/MP_0001701"	"incomplete embryo turning"
"http://purl.obolibrary.org/obo/MP_0001704"	"abnormal dorsal-ventral axis patterning"
"http://purl.obolibrary.org/obo/MP_0001705"	"abnormal proximal-distal axis patterning"
"http://purl.obolibrary.org/obo/MP_0001713"	"decreased trophoblast giant cell number"
"http://purl.obolibrary.org/obo/MP_0001714"	"absent trophoblast giant cells"
"http://purl.obolibrary.org/obo/MP_0001716"	"abnormal placenta labyrinth morphology"
"http://purl.obolibrary.org/obo/MP_0001718"	"abnormal visceral yolk sac morphology"
"http://purl.obolibrary.org/obo/MP_0001719"	"absent vitelline blood vessels"
"http://purl.obolibrary.org/obo/MP_0001723"	"disorganized yolk sac vascular plexus"
"http://purl.obolibrary.org/obo/MP_0001775"	"abnormal selenium level"
"http://purl.obolibrary.org/obo/MP_0001829"	"increased activated T cell number"
"http://purl.obolibrary.org/obo/MP_0001836"	"abnormal antigen presentation via MHC class I"
"http://purl.obolibrary.org/obo/MP_0001884"	"mammary gland alveolar hyperplasia"
"http://purl.obolibrary.org/obo/MP_0001981"	"increased chemically-elicited antinociception"
"http://purl.obolibrary.org/obo/MP_0002007"	"increased cellular sensitivity to gamma-irradiation"
"http://purl.obolibrary.org/obo/MP_0002041"	"increased pituitary adenoma incidence"
"http://purl.obolibrary.org/obo/MP_0002044"	"increased colon adenoma incidence"
"http://purl.obolibrary.org/obo/MP_0002053"	"decreased incidence of induced tumors"
"http://purl.obolibrary.org/obo/MP_0002237"	"abnormal nasal cavity morphology"
"http://purl.obolibrary.org/obo/MP_0002244"	"abnormal turbinate morphology"
"http://purl.obolibrary.org/obo/MP_0002252"	"abnormal oropharynx morphology"
"http://purl.obolibrary.org/obo/MP_0002265"	"abnormal left major bronchus morphology"
"http://purl.obolibrary.org/obo/MP_0002281"	"abnormal respiratory mucosa goblet cell morphology"
"http://purl.obolibrary.org/obo/MP_0002285"	"abnormal tracheal ciliated epithelium morphology"
"http://purl.obolibrary.org/obo/MP_0002356"	"abnormal spleen red pulp morphology"
"http://purl.obolibrary.org/obo/MP_0002359"	"abnormal spleen germinal center morphology"
"http://purl.obolibrary.org/obo/MP_0002363"	"abnormal spleen marginal sinus morphology"
"http://purl.obolibrary.org/obo/MP_0002375"	"abnormal thymus medulla morphology"
"http://purl.obolibrary.org/obo/MP_0002376"	"abnormal dendritic cell physiology"
"http://purl.obolibrary.org/obo/MP_0002391"	"abnormal Peyer's patch germinal center morphology"
"http://purl.obolibrary.org/obo/MP_0002399"	"abnormal pluripotent precursor cell morphology"
"http://purl.obolibrary.org/obo/MP_0002404"	"increased intestinal adenoma incidence"
"http://purl.obolibrary.org/obo/MP_0002408"	"abnormal double-positive T cell morphology"
"http://purl.obolibrary.org/obo/MP_0002436"	"abnormal CD8-positive, alpha-beta cytotoxic T cell morphology"
"http://purl.obolibrary.org/obo/MP_0002454"	"abnormal macrophage antigen presentation"
"http://purl.obolibrary.org/obo/MP_0002455"	"abnormal dendritic cell antigen presentation"
"http://purl.obolibrary.org/obo/MP_0002496"	"increased IgD level"
"http://purl.obolibrary.org/obo/MP_0002503"	"abnormal histamine physiology"
"http://purl.obolibrary.org/obo/MP_0002578"	"impaired ability to fire action potentials"
"http://purl.obolibrary.org/obo/MP_0002584"	"small ectoplacental cone"
"http://purl.obolibrary.org/obo/MP_0002593"	"high mean erythrocyte cell number"
"http://purl.obolibrary.org/obo/MP_0002594"	"low mean erythrocyte cell number"
"http://purl.obolibrary.org/obo/MP_0002629"	"hyperactivity elicited by ethanol administration"
"http://purl.obolibrary.org/obo/MP_0002651"	"abnormal sciatic nerve morphology"
"http://purl.obolibrary.org/obo/MP_0002662"	"abnormal cauda epididymis morphology"
"http://purl.obolibrary.org/obo/MP_0002664"	"decreased circulating adrenocorticotropin level"
"http://purl.obolibrary.org/obo/MP_0002685"	"abnormal spermatogonia proliferation"
"http://purl.obolibrary.org/obo/MP_0002718"	"abnormal inner cell mass morphology"
"http://purl.obolibrary.org/obo/MP_0002734"	"abnormal mechanical nociception"
"http://purl.obolibrary.org/obo/MP_0002736"	"abnormal nociception after inflammation"
"http://purl.obolibrary.org/obo/MP_0002759"	"abnormal caudal vertebrae morphology"
"http://purl.obolibrary.org/obo/MP_0002770"	"absent bulbourethral gland"
"http://purl.obolibrary.org/obo/MP_0002782"	"abnormal testes secretion"
"http://purl.obolibrary.org/obo/MP_0002798"	"abnormal active avoidance behavior"
"http://purl.obolibrary.org/obo/MP_0002799"	"abnormal passive avoidance behavior"
"http://purl.obolibrary.org/obo/MP_0002807"	"abnormal eye blink conditioning behavior"
"http://purl.obolibrary.org/obo/MP_0002839"	"increased susceptibility to dystrophic cardiac calcinosis"
"http://purl.obolibrary.org/obo/MP_0002840"	"abnormal lens fiber morphology"
"http://purl.obolibrary.org/obo/MP_0002858"	"abnormal posterior semicircular canal morphology"
"http://purl.obolibrary.org/obo/MP_0002869"	"increased anti-insulin autoantibody level"
"http://purl.obolibrary.org/obo/MP_0002879"	"increased cellular sensitivity to X-ray irradiation"
"http://purl.obolibrary.org/obo/MP_0002885"	"abnormal AMPA-mediated synaptic currents"
"http://purl.obolibrary.org/obo/MP_0002886"	"abnormal glutamate-mediated receptor currents"
"http://purl.obolibrary.org/obo/MP_0002888"	"abnormal NMDA-mediated synaptic currents"
"http://purl.obolibrary.org/obo/MP_0002904"	"increased circulating parathyroid hormone level"
"http://purl.obolibrary.org/obo/MP_0002906"	"increased susceptibility to pharmacologically induced seizures"
"http://purl.obolibrary.org/obo/MP_0002911"	"abnormal inhibitory postsynaptic potential"
"http://purl.obolibrary.org/obo/MP_0002914"	"abnormal endplate potential"
"http://purl.obolibrary.org/obo/MP_0002945"	"abnormal inhibitory postsynaptic currents"
"http://purl.obolibrary.org/obo/MP_0002948"	"abnormal neuron specification"
"http://purl.obolibrary.org/obo/MP_0002983"	"increased retinal ganglion cell number"
"http://purl.obolibrary.org/obo/MP_0002992"	"abnormal sebaceous lipid secretion"
"http://purl.obolibrary.org/obo/MP_0002999"	"abnormal bone healing"
"http://purl.obolibrary.org/obo/MP_0003005"	"abnormal hippocampal fimbria morphology"
"http://purl.obolibrary.org/obo/MP_0003010"	"decreased mortality induced by ionizing radiation"
"http://purl.obolibrary.org/obo/MP_0003039"	"increased time of peak ischemic contracture"
"http://purl.obolibrary.org/obo/MP_0003049"	"abnormal lumbar vertebrae morphology"
"http://purl.obolibrary.org/obo/MP_0003050"	"abnormal sacral vertebrae morphology"
"http://purl.obolibrary.org/obo/MP_0003055"	"abnormal long bone epiphyseal plate morphology"
"http://purl.obolibrary.org/obo/MP_0003061"	"decreased aerobic running capacity"
"http://purl.obolibrary.org/obo/MP_0003063"	"increased coping response"
"http://purl.obolibrary.org/obo/MP_0003064"	"decreased coping response"
"http://purl.obolibrary.org/obo/MP_0003069"	"abnormal superior semicircular canal morphology"
"http://purl.obolibrary.org/obo/MP_0003085"	"abnormal egg cylinder morphology"
"http://purl.obolibrary.org/obo/MP_0003087"	"absent allantois"
"http://purl.obolibrary.org/obo/MP_0003092"	"decreased corneal stroma thickness"
"http://purl.obolibrary.org/obo/MP_0003093"	"abnormal cornea anterior stroma morphology"
"http://purl.obolibrary.org/obo/MP_0003134"	"increased late pro-B cell number"
"http://purl.obolibrary.org/obo/MP_0003138"	"absent tympanic ring"
"http://purl.obolibrary.org/obo/MP_0003146"	"absent cochlear ganglion"
"http://purl.obolibrary.org/obo/MP_0003151"	"absent tunnel of Corti"
"http://purl.obolibrary.org/obo/MP_0003162"	"decreased lateral semicircular canal size"
"http://purl.obolibrary.org/obo/MP_0003165"	"absent superior semicircular canal"
"http://purl.obolibrary.org/obo/MP_0003182"	"decreased pulmonary endothelial cell surface"
"http://purl.obolibrary.org/obo/MP_0003190"	"fused synovial joints"
"http://purl.obolibrary.org/obo/MP_0003194"	"abnormal frequency of paradoxical sleep"
"http://purl.obolibrary.org/obo/MP_0003207"	"decreased cellular sensitivity to gamma-irradiation"
"http://purl.obolibrary.org/obo/MP_0003211"	"abnormal aorta elastic fiber morphology"
"http://purl.obolibrary.org/obo/MP_0003212"	"increased susceptibility to age related obesity"
"http://purl.obolibrary.org/obo/MP_0003213"	"decreased susceptibility to age related obesity"
"http://purl.obolibrary.org/obo/MP_0003228"	"abnormal sinus venosus morphology"
"http://purl.obolibrary.org/obo/MP_0003234"	"enhanced NMDA-mediated synaptic currents"
"http://purl.obolibrary.org/obo/MP_0003235"	"abnormal alisphenoid bone morphology"
"http://purl.obolibrary.org/obo/MP_0003236"	"abnormal lens capsule morphology"
"http://purl.obolibrary.org/obo/MP_0003324"	"increased liver adenoma incidence"
"http://purl.obolibrary.org/obo/MP_0003339"	"decreased pancreatic beta cell number"
"http://purl.obolibrary.org/obo/MP_0003359"	"hypaxial muscle hypoplasia"
"http://purl.obolibrary.org/obo/MP_0003380"	"abnormal intestine regeneration"
"http://purl.obolibrary.org/obo/MP_0003396"	"abnormal embryonic hematopoiesis"
"http://purl.obolibrary.org/obo/MP_0003403"	"absent placental labyrinth"
"http://purl.obolibrary.org/obo/MP_0003408"	"increased width of hypertrophic chondrocyte zone"
"http://purl.obolibrary.org/obo/MP_0003409"	"decreased width of hypertrophic chondrocyte zone"
"http://purl.obolibrary.org/obo/MP_0003417"	"premature endochondral bone ossification"
"http://purl.obolibrary.org/obo/MP_0003419"	"delayed endochondral bone ossification"
"http://purl.obolibrary.org/obo/MP_0003424"	"premature neuronal precursor differentiation"
"http://purl.obolibrary.org/obo/MP_0003425"	"abnormal optic vesicle formation"
"http://purl.obolibrary.org/obo/MP_0003434"	"decreased susceptibility to induced choroidal neovascularization"
"http://purl.obolibrary.org/obo/MP_0003436"	"decreased susceptibility to induced arthritis"
"http://purl.obolibrary.org/obo/MP_0003437"	"abnormal carotid body morphology"
"http://purl.obolibrary.org/obo/MP_0003442"	"decreased circulating glycerol level"
"http://purl.obolibrary.org/obo/MP_0003447"	"decreased tumor growth/size"
"http://purl.obolibrary.org/obo/MP_0003449"	"abnormal intestinal goblet cell morphology"
"http://purl.obolibrary.org/obo/MP_0003458"	"decreased circulating ketone body level"
"http://purl.obolibrary.org/obo/MP_0003461"	"abnormal response to novel object"
"http://purl.obolibrary.org/obo/MP_0003462"	"abnormal response to novel odor"
"http://purl.obolibrary.org/obo/MP_0003477"	"abnormal nerve fiber response"
"http://purl.obolibrary.org/obo/MP_0003488"	"decreased channel response intensity"
"http://purl.obolibrary.org/obo/MP_0003495"	"increased parathyroid adenoma incidence"
"http://purl.obolibrary.org/obo/MP_0003496"	"increased thyroid adenoma incidence"
"http://purl.obolibrary.org/obo/MP_0003544"	"abnormal vascular endothelial cell migration"
"http://purl.obolibrary.org/obo/MP_0003567"	"abnormal fetal cardiomyocyte proliferation"
"http://purl.obolibrary.org/obo/MP_0003570"	"increased uterus leiomyoma incidence"
"http://purl.obolibrary.org/obo/MP_0003572"	"abnormal uterus development"
"http://purl.obolibrary.org/obo/MP_0003638"	"abnormal response/metabolism to endogenous compounds"
"http://purl.obolibrary.org/obo/MP_0003645"	"increased pancreatic beta cell number"
"http://purl.obolibrary.org/obo/MP_0003661"	"abnormal locus ceruleus morphology"
"http://purl.obolibrary.org/obo/MP_0003662"	"abnormal long bone epiphyseal plate proliferative zone"
"http://purl.obolibrary.org/obo/MP_0003670"	"dilated renal glomerular capsule"
"http://purl.obolibrary.org/obo/MP_0003672"	"abnormal ureter development"
"http://purl.obolibrary.org/obo/MP_0003677"	"abnormal ear lobe morphology"
"http://purl.obolibrary.org/obo/MP_0003691"	"abnormal microglial cell physiology"
"http://purl.obolibrary.org/obo/MP_0003694"	"failure of blastocyst to hatch from the zona pellucida"
"http://purl.obolibrary.org/obo/MP_0003696"	"abnormal zona pellucida morphology"
"http://purl.obolibrary.org/obo/MP_0003710"	"abnormal physiological neovascularization"
"http://purl.obolibrary.org/obo/MP_0003721"	"increased tumor growth/size"
"http://purl.obolibrary.org/obo/MP_0003724"	"increased susceptibility to induced arthritis"
"http://purl.obolibrary.org/obo/MP_0003732"	"abnormal retinal outer plexiform layer morphology"
"http://purl.obolibrary.org/obo/MP_0003733"	"abnormal retinal inner nuclear layer morphology"
"http://purl.obolibrary.org/obo/MP_0003734"	"abnormal retinal inner plexiform layer morphology"
"http://purl.obolibrary.org/obo/MP_0003814"	"vascular smooth muscle hypoplasia"
"http://purl.obolibrary.org/obo/MP_0003825"	"abnormal pillar cell morphology"
"http://purl.obolibrary.org/obo/MP_0003827"	"abnormal Wolffian duct morphology"
"http://purl.obolibrary.org/obo/MP_0003841"	"abnormal lambdoid suture morphology"
"http://purl.obolibrary.org/obo/MP_0003843"	"abnormal sagittal suture morphology"
"http://purl.obolibrary.org/obo/MP_0003850"	"abnormal thymocyte activation"
"http://purl.obolibrary.org/obo/MP_0003863"	"decreased aggression towards mice"
"http://purl.obolibrary.org/obo/MP_0003864"	"abnormal midbrain development"
"http://purl.obolibrary.org/obo/MP_0003867"	"increased defecation amount"
"http://purl.obolibrary.org/obo/MP_0003874"	"absent pharyngeal arches"
"http://purl.obolibrary.org/obo/MP_0003875"	"abnormal hair follicle regression"
"http://purl.obolibrary.org/obo/MP_0003877"	"abnormal serotonergic neuron morphology"
"http://purl.obolibrary.org/obo/MP_0003880"	"abnormal central pattern generator function"
"http://purl.obolibrary.org/obo/MP_0003885"	"abnormal rostral-caudal body axis extension"
"http://purl.obolibrary.org/obo/MP_0003890"	"abnormal embryonic-extraembryonic boundary morphology"
"http://purl.obolibrary.org/obo/MP_0003894"	"abnormal Purkinje cell innervation"
"http://purl.obolibrary.org/obo/MP_0003895"	"increased ectoderm apoptosis"
"http://purl.obolibrary.org/obo/MP_0003932"	"abnormal molar crown morphology"
"http://purl.obolibrary.org/obo/MP_0003944"	"abnormal T cell subpopulation ratio"
"http://purl.obolibrary.org/obo/MP_0003954"	"abnormal Reichert's membrane morphology"
"http://purl.obolibrary.org/obo/MP_0003974"	"abnormal endocardium morphology"
"http://purl.obolibrary.org/obo/MP_0003975"	"increased circulating VLDL triglyceride level"
"http://purl.obolibrary.org/obo/MP_0003976"	"decreased circulating VLDL triglyceride level"
"http://purl.obolibrary.org/obo/MP_0003980"	"increased circulating phospholipid level"
"http://purl.obolibrary.org/obo/MP_0003981"	"decreased circulating phospholipid level"
"http://purl.obolibrary.org/obo/MP_0003986"	"small cochlear ganglion"
"http://purl.obolibrary.org/obo/MP_0003987"	"small vestibular ganglion"
"http://purl.obolibrary.org/obo/MP_0003992"	"increased mortality induced by ionizing radiation"
"http://purl.obolibrary.org/obo/MP_0003993"	"abnormal ventral spinal root morphology"
"http://purl.obolibrary.org/obo/MP_0003994"	"abnormal dorsal spinal root morphology"
